,TARA_056_MES_0.22-3,TARA_056_SRF_0.22-3,TARA_057_SRF_0.22-3,TARA_058_DCM_0.22-3,TARA_062_SRF_0.22-3,TARA_064_DCM_0.22-3,TARA_064_MES_0.22-3,TARA_064_SRF_0.22-3,TARA_065_DCM_0.22-3,TARA_065_MES_0.22-3,TARA_065_SRF_0.22-3,TARA_066_DCM_0.22-3,TARA_066_SRF_0.22-3,TARA_067_SRF_0.22-3,TARA_068_DCM_0.22-3,TARA_068_MES_0.22-3,TARA_068_SRF_0.22-3,TARA_070_MES_0.22-3,TARA_070_SRF_0.22-3,TARA_072_DCM_0.22-3,TARA_072_MES_0.22-3,TARA_072_SRF_0.22-3,TARA_076_DCM_0.22-3,TARA_076_MES_0.22-3,TARA_076_SRF_0.22-3,TARA_078_DCM_0.22-3,TARA_078_MES_0.22-3,TARA_078_SRF_0.22-3,TARA_082_DCM_0.22-3,TARA_082_SRF_0.22-3,TARA_084_SRF_0.22-3,TARA_085_DCM_0.22-3,TARA_085_MES_0.22-3,TARA_085_SRF_0.22-3,TARA_093_DCM_0.22-3,TARA_093_SRF_0.22-3,TARA_094_SRF_0.22-3,TARA_096_SRF_0.22-3,TARA_098_DCM_0.22-3,TARA_098_MES_0.22-3,TARA_098_SRF_0.22-3,TARA_099_SRF_0.22-3,TARA_100_DCM_0.22-3,TARA_100_MES_0.22-3,TARA_100_SRF_0.22-3,TARA_102_DCM_0.22-3,TARA_102_MES_0.22-3,TARA_102_SRF_0.22-3,TARA_109_DCM_0.22-3,TARA_109_MES_0.22-3,TARA_109_SRF_0.22-3,TARA_110_DCM_0.22-3,TARA_110_MES_0.22-3,TARA_110_SRF_0.22-3,TARA_111_DCM_0.22-3,TARA_111_MES_0.22-3,TARA_111_SRF_0.22-3,TARA_112_DCM_0.22-3,TARA_112_MES_0.22-3,TARA_112_SRF_0.22-3,TARA_122_DCM_0.22-3,TARA_122_MES_0.22-3,TARA_122_SRF_0.22-3,TARA_123_MIX_0.22-3,TARA_123_SRF_0.22-3,TARA_124_MIX_0.22-3,TARA_124_SRF_0.22-3,TARA_125_MIX_0.22-3,TARA_125_SRF_0.22-3,TARA_128_DCM_0.22-3,TARA_128_SRF_0.22-3,TARA_132_DCM_0.22-3,TARA_132_MES_0.22-3,TARA_132_SRF_0.22-3,TARA_133_DCM_0.22-3,TARA_133_MES_0.22-3,TARA_133_SRF_0.22-3,TARA_137_DCM_0.22-3,TARA_137_MES_0.22-3,TARA_137_SRF_0.22-3,TARA_138_DCM_0.22-3,TARA_138_MES_0.22-3,TARA_138_SRF_0.22-3,TARA_140_SRF_0.22-3,TARA_141_SRF_0.22-3,TARA_142_DCM_0.22-3,TARA_142_MES_0.22-3,TARA_142_SRF_0.22-3,TARA_145_MES_0.22-3,TARA_145_SRF_0.22-3,TARA_146_MES_0.22-3,TARA_146_SRF_0.22-3,TARA_148_SRF_0.22-3,TARA_148b_MES_0.22-3,TARA_149_MES_0.22-3,TARA_149_SRF_0.22-3,TARA_150_DCM_0.22-3,TARA_150_SRF_0.22-3,TARA_151_DCM_0.22-3,TARA_151_SRF_0.22-3,TARA_152_MES_0.22-3,TARA_152_MIX_0.22-3,TARA_152_SRF_0.22-3
00980 Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980],0.0038148,0.0035129,0.0035078,0.0034208,0.0033849,0.003547,0.0039281,0.0035149,0.0035959,0.00389,0.0035354,0.0036578,0.0036287,0.0040018,0.0038303,0.0038249,0.0038653,0.0041915,0.0035424,0.0034354,0.0035965,0.00354,0.0034785,0.0041508,0.0037101,0.0037814,0.0040738,0.003838,0.003996,0.004039,0.0040222,0.0029555,0.0034595,0.0031452,0.0036586,0.0038677,0.003648,0.0037516,0.0033652,0.0039904,0.0036062,0.0035151,0.003618,0.003014,0.0034007,0.0033646,0.003326,0.0035007,0.003511,0.003403,0.0035367,0.0033148,0.0031891,0.0036368,0.003428,0.0033384,0.0034369,0.0032152,0.0038939,0.0032947,0.0034855,0.0036465,0.0032494,0.0034632,0.0032262,0.003728,0.0035563,0.0036968,0.0033098,0.0033793,0.0032873,0.0029783,0.0038477,0.0036423,0.003575,0.0036643,0.0038753,0.0027391,0.0027993,0.003316,0.0032606,0.0028902,0.0033848,0.0035471,0.0036945,0.0033023,0.0038024,0.0033167,0.0037138,0.0038721,0.0038197,0.003572,0.0035473,0.0033845,0.003845,0.0034507,0.0034239,0.0035211,0.0036071,0.0033475,0.0039422,0.0036274,0.003705
00982 Drug metabolism - cytochrome P450 [PATH:ko00982],0.0038219,0.003583,0.0036119,0.0035005,0.0034556,0.0036117,0.0038492,0.0035735,0.0036968,0.0038369,0.0036259,0.0036877,0.0036349,0.0040077,0.0038094,0.0037595,0.0038527,0.0042085,0.0035522,0.0034523,0.0036347,0.0036208,0.0034702,0.0041012,0.0037302,0.0038128,0.0039361,0.0038803,0.0038285,0.0039481,0.0040968,0.0033392,0.0036039,0.0033941,0.0036495,0.0037454,0.0036687,0.0038144,0.0033107,0.003908,0.0036521,0.0035562,0.0036073,0.0031792,0.003533,0.0034388,0.0035638,0.0035976,0.0035981,0.0036962,0.0036428,0.0033891,0.0033621,0.0037147,0.0034143,0.0034567,0.0035798,0.0032013,0.0038257,0.0032988,0.0035422,0.0036952,0.0033812,0.0034439,0.0033889,0.0038451,0.0037024,0.0036853,0.0034982,0.0035085,0.0033944,0.0029514,0.003821,0.0036678,0.0034171,0.0037712,0.0037194,0.0028018,0.0029559,0.0034215,0.0031417,0.0030957,0.0034738,0.003612,0.0038249,0.0033746,0.0038314,0.0033958,0.0037242,0.0038928,0.0037595,0.0036257,0.0035642,0.0033917,0.0037784,0.0035209,0.0034585,0.0035529,0.0036179,0.00336,0.003876,0.0035433,0.0036062
00983 Drug metabolism - other enzymes [PATH:ko00983],0.0050558,0.0035175,0.0036669,0.0036333,0.0036245,0.0041038,0.0054092,0.0036511,0.0041105,0.0053945,0.0039289,0.0041425,0.0041743,0.0049045,0.0036688,0.0051978,0.0035312,0.0053206,0.0038547,0.0036288,0.0043024,0.0035936,0.0041937,0.0054646,0.0036262,0.0037734,0.0048847,0.0035062,0.0046278,0.0046599,0.0042974,0.0045321,0.0055278,0.0039544,0.0040963,0.0036779,0.0036736,0.0037603,0.0033662,0.0053144,0.0037581,0.0038036,0.0035592,0.0050409,0.0040327,0.0041134,0.0056863,0.0040639,0.0041137,0.0053583,0.0041359,0.0040776,0.0050413,0.0039839,0.0034698,0.0054664,0.0039038,0.0036192,0.005628,0.0035607,0.0039486,0.005277,0.0039378,0.0038887,0.0043914,0.0043372,0.0040198,0.0038685,0.0039199,0.0040795,0.0041319,0.0040111,0.0052543,0.0036748,0.0040214,0.0057207,0.0037236,0.0048705,0.0054751,0.0039883,0.0037678,0.0052366,0.0036472,0.0039856,0.0039995,0.0040414,0.0054881,0.0039428,0.0055911,0.0043673,0.0052129,0.0039194,0.0038051,0.0044887,0.0051967,0.0041153,0.0037826,0.0037185,0.0041185,0.0039754,0.0052227,0.0042413,0.0042198
00984 Steroid degradation [PATH:ko00984],7.74E-05,3.88E-05,5.21E-05,4.39E-05,4.34E-05,8.60E-05,0.00014522,5.83E-05,8.38E-05,0.0001338,7.07E-05,6.97E-05,6.14E-05,8.17E-05,7.57E-05,0.00013813,8.19E-05,0.00019462,8.87E-05,8.32E-05,9.28E-05,4.22E-05,8.47E-05,0.00012502,3.47E-05,7.70E-05,0.00010224,3.43E-05,6.19E-05,6.25E-05,2.64E-05,0.00013245,0.00013165,7.90E-05,5.29E-05,4.88E-05,3.07E-05,2.64E-05,6.53E-05,0.00016819,2.31E-05,2.90E-05,8.02E-05,0.00016761,5.59E-05,7.15E-05,0.0001151,4.82E-05,5.35E-05,0.00013336,4.84E-05,7.17E-05,9.91E-05,5.32E-05,7.16E-05,0.00014912,5.05E-05,7.51E-05,0.00014317,3.89E-05,8.98E-05,0.00011957,5.36E-05,8.28E-05,8.49E-05,9.50E-05,6.87E-05,7.68E-05,5.55E-05,8.60E-05,6.35E-05,0.00010273,0.00014449,2.58E-05,6.98E-05,0.00015405,3.34E-05,0.00017197,0.00020049,4.78E-05,8.78E-05,0.00019104,3.99E-05,6.40E-05,6.41E-05,6.90E-05,0.00014421,7.78E-05,0.00014769,8.55E-05,0.00013885,0.00010472,7.01E-05,9.15E-05,0.00013915,7.31E-05,7.45E-05,5.69E-05,7.21E-05,4.27E-05,0.00017724,6.48E-05,6.69E-05
01003 Glycosyltransferases [BR:ko01003],0.0071377,0.0063775,0.006515,0.0064752,0.0066237,0.0055294,0.006737,0.0066364,0.0062208,0.0067939,0.0068407,0.0063553,0.0065514,0.0059839,0.0071471,0.0064901,0.007069,0.0069465,0.0064853,0.0067946,0.0067775,0.0066736,0.0064354,0.006686,0.0066712,0.0064745,0.0066489,0.0065862,0.0059069,0.0058204,0.0061053,0.0069414,0.0062285,0.0064433,0.0059761,0.0064283,0.0064602,0.0066276,0.0070723,0.0067733,0.0066884,0.0066937,0.0066277,0.0069977,0.0064082,0.006287,0.0068789,0.0061442,0.0059816,0.0066839,0.0059343,0.0061152,0.006731,0.006097,0.0066538,0.0068545,0.0062554,0.0070808,0.0067027,0.0067084,0.0066415,0.0067348,0.0064087,0.0068492,0.0066834,0.0061835,0.0063586,0.0066625,0.0066528,0.0066003,0.0067113,0.0066495,0.0068325,0.006315,0.0061348,0.0065497,0.0062735,0.0074731,0.0075191,0.0060188,0.0063692,0.0074076,0.0063606,0.0064081,0.0062971,0.0066627,0.0070346,0.006687,0.0063308,0.0063552,0.0066547,0.0067913,0.0066425,0.0063136,0.0068413,0.0067214,0.0066342,0.0065987,0.006265,0.0062811,0.0067617,0.0063704,0.0061093
01004 Lipid biosynthesis proteins [BR:ko01004],0.014766,0.016854,0.017014,0.016933,0.016837,0.017071,0.015589,0.016897,0.017374,0.015442,0.017251,0.017043,0.016987,0.01684,0.016699,0.016164,0.016498,0.016308,0.016964,0.017425,0.01586,0.016239,0.017381,0.016041,0.016906,0.017454,0.015624,0.016811,0.01705,0.017098,0.016596,0.016875,0.017379,0.016823,0.017155,0.016421,0.017579,0.017823,0.017591,0.015851,0.017686,0.017741,0.017266,0.017864,0.017229,0.016635,0.01482,0.017171,0.017143,0.016397,0.017353,0.016565,0.016365,0.017124,0.017272,0.016101,0.017236,0.017395,0.015933,0.017419,0.018051,0.015892,0.017113,0.017994,0.017061,0.017534,0.017173,0.017969,0.017444,0.017222,0.016983,0.016431,0.016506,0.017324,0.01651,0.015375,0.017186,0.018447,0.018179,0.017174,0.016507,0.018544,0.017313,0.017114,0.017743,0.017293,0.015406,0.017447,0.01586,0.016937,0.016099,0.017494,0.017555,0.016987,0.015586,0.017258,0.017069,0.017051,0.017286,0.016916,0.016039,0.016785,0.016745
01005 Lipopolysaccharide biosynthesis proteins [BR:ko01005],0.010289,0.010794,0.010796,0.010949,0.011327,0.0087052,0.010492,0.010824,0.011073,0.010586,0.01226,0.01232,0.012727,0.012484,0.010938,0.011095,0.011063,0.012146,0.010298,0.01291,0.011088,0.01149,0.010766,0.010469,0.010895,0.011064,0.010395,0.011064,0.012732,0.012459,0.013057,0.014892,0.011804,0.014523,0.012849,0.01285,0.012232,0.013143,0.011834,0.010888,0.012367,0.012176,0.012378,0.013865,0.01274,0.012526,0.011988,0.012213,0.011731,0.01257,0.011621,0.012107,0.012549,0.01189,0.012186,0.012232,0.012068,0.011691,0.010187,0.011156,0.012273,0.010943,0.011842,0.012041,0.011976,0.011519,0.011669,0.01172,0.01217,0.011813,0.01193,0.013739,0.01155,0.01089,0.012635,0.010885,0.012475,0.014488,0.013989,0.011333,0.011743,0.01387,0.010757,0.011923,0.011834,0.01162,0.011097,0.011515,0.010624,0.011117,0.010619,0.011718,0.011757,0.010812,0.010645,0.011842,0.011918,0.011764,0.011553,0.011811,0.010962,0.012063,0.011635
01007 Amino acid related enzymes [BR:ko01007],0.040237,0.037334,0.036722,0.036314,0.037016,0.034914,0.039924,0.037669,0.036622,0.040075,0.03739,0.038183,0.038473,0.034723,0.036474,0.038939,0.036273,0.036697,0.036506,0.036563,0.037939,0.034996,0.034792,0.039043,0.036242,0.03724,0.040383,0.036617,0.036317,0.035512,0.035739,0.038551,0.037536,0.037201,0.035748,0.036952,0.037034,0.037556,0.038302,0.040313,0.037867,0.038221,0.036534,0.03646,0.037281,0.035957,0.04207,0.036812,0.036311,0.03849,0.037033,0.03652,0.038832,0.037128,0.037184,0.039568,0.037194,0.038169,0.039332,0.038217,0.035868,0.039244,0.037187,0.03863,0.035757,0.037118,0.036427,0.037567,0.036882,0.037352,0.038183,0.036779,0.038528,0.037061,0.034285,0.04044,0.03608,0.035045,0.036704,0.03745,0.037334,0.036453,0.037021,0.036585,0.036247,0.037908,0.039342,0.037514,0.039535,0.037677,0.039072,0.038005,0.03748,0.040344,0.039973,0.037668,0.036132,0.036849,0.037736,0.036702,0.039431,0.037357,0.037117
01011 Peptidoglycan biosynthesis and degradation proteins [BR:ko01011],0.01518,0.018857,0.018917,0.01851,0.018874,0.01359,0.013093,0.018852,0.017097,0.013328,0.018423,0.018661,0.019242,0.018008,0.018429,0.013862,0.01848,0.014369,0.016259,0.018128,0.016944,0.018069,0.014991,0.012836,0.018589,0.01726,0.014141,0.019659,0.019119,0.018915,0.019078,0.019402,0.013917,0.019516,0.019364,0.020593,0.019791,0.020634,0.019155,0.012977,0.020286,0.020467,0.018853,0.016421,0.019709,0.018226,0.013939,0.018869,0.018863,0.015193,0.019349,0.017143,0.01617,0.01899,0.018764,0.014538,0.018963,0.019031,0.012983,0.019376,0.017318,0.014748,0.018594,0.015455,0.017441,0.01587,0.018526,0.014752,0.018707,0.018775,0.019391,0.016796,0.014216,0.019228,0.017367,0.013144,0.019146,0.016687,0.01547,0.018756,0.016576,0.015464,0.018809,0.019187,0.019758,0.018375,0.013917,0.018457,0.013092,0.016337,0.013418,0.017164,0.017888,0.013832,0.013507,0.017504,0.017957,0.018553,0.017087,0.017967,0.014015,0.018088,0.017873
01040 Biosynthesis of unsaturated fatty acids [PATH:ko01040],0.0032968,0.002924,0.0029504,0.0029766,0.0028409,0.0034705,0.004008,0.0029036,0.003269,0.0039151,0.0030272,0.0029849,0.002945,0.0031275,0.0031677,0.0040613,0.0030622,0.0047293,0.0033883,0.0032481,0.003454,0.0030344,0.004203,0.0045226,0.0029924,0.0036319,0.0038003,0.0027988,0.0029554,0.0030753,0.0027626,0.0024215,0.0047041,0.0023164,0.0033303,0.0029174,0.0029363,0.0029179,0.0031159,0.0041959,0.0028695,0.0030911,0.0029909,0.0037518,0.0030374,0.0030244,0.0031772,0.0030328,0.0031134,0.0036017,0.0030743,0.0031301,0.0032772,0.0030329,0.0030036,0.0036954,0.0030479,0.0031849,0.0043215,0.0030101,0.0037411,0.0037383,0.0030015,0.004481,0.0033189,0.004075,0.0031689,0.0045241,0.0029816,0.0032116,0.0030906,0.0035449,0.0042341,0.0029514,0.0032458,0.0037551,0.0031359,0.0039417,0.0041702,0.0029316,0.0030899,0.0044136,0.0030631,0.0031788,0.0032814,0.0032177,0.0039213,0.0032009,0.004076,0.0033277,0.0041515,0.0033719,0.0032176,0.0043563,0.0038336,0.0031846,0.0031599,0.0029515,0.0034797,0.0029396,0.004005,0.0031329,0.0030642
